window_id,work_source_id,book_id,decision,scope_fit,dominant_topic,event_ids,research_question_ids,duplicate_group,review_confidence,reason_code,attribution_profiles,verification_requirements,reviewer_notes
6dc60bc986c042ccc3d97b88,SRC-HISTORY-BIDAYAH-ADAM,4445,INCLUDE,MIXED,ANNOUNCEMENT,EV-ADAM-010 | EV-ADAM-011 | EV-ADAM-020 | EV-ADAM-021 | EV-ADAM-022 | EV-ADAM-023 | EV-ADAM-024 | EV-ADAM-030 | EV-ADAM-031 | EV-ADAM-032 | EV-ADAM-033 | EV-ADAM-040 | EV-ADAM-041 | EV-ADAM-042 | EV-ADAM-050 | EV-ADAM-051 | EV-ADAM-052 | EV-ADAM-053 | EV-ADAM-054 | EV-ADAM-055 | EV-ADAM-070 | EV-ADAM-071 | EV-ADAM-080 | EV-ADAM-081 | EV-ADAM-082 | EV-ADAM-090 | EV-ADAM-091 | EV-ADAM-099,RQ-ADAM-007 | RQ-ADAM-008 | RQ-ADAM-009 | RQ-ADAM-010 | RQ-ADAM-011 | RQ-ADAM-012 | RQ-ADAM-013 | RQ-ADAM-014 | RQ-ADAM-015 | RQ-ADAM-016 | RQ-ADAM-017 | RQ-ADAM-018 | RQ-ADAM-019 | RQ-ADAM-020 | RQ-ADAM-025 | RQ-ADAM-026 | RQ-ADAM-027 | RQ-ADAM-028 | RQ-ADAM-029 | RQ-ADAM-030 | RQ-ADAM-032,,0.99,CORE_ADAM_CHAPTER_WITH_LATER_MATERIAL,WAHB_IBN_MUNABBIH,EARLY_REPORT_OR_ISRAILIYYAT_CLASSIFICATION_REQUIRED | EXACT_PASSAGE_BOUNDARY_REQUIRED,باب مركزي جامع لخلق آدم وتعليم الأسماء والسجود وخلق الزوج والسكن، لكنه يمتد إلى الوسوسة والهبوط؛ تعتمد المقاطع السابقة للوسوسة فقط، وتفصل الروايات المنقولة عن التقرير القرآني.
82120fc15378ac20138723cf,SRC-HISTORY-BIDAYAH-ADAM,4445,INCLUDE,MIXED,CREATION,EV-ADAM-020 | EV-ADAM-021 | EV-ADAM-022 | EV-ADAM-023 | EV-ADAM-024 | EV-ADAM-030 | EV-ADAM-031 | EV-ADAM-032 | EV-ADAM-033 | EV-ADAM-060 | EV-ADAM-061,RQ-ADAM-009 | RQ-ADAM-010 | RQ-ADAM-011 | RQ-ADAM-012 | RQ-ADAM-013 | RQ-ADAM-014 | RQ-ADAM-021 | RQ-ADAM-022 | RQ-ADAM-023 | RQ-ADAM-024,,0.99,CENTRAL_HADITH_COLLECTION_WITH_OUT_OF_SCOPE_APPENDICES,,EXACT_PASSAGE_BOUNDARY_REQUIRED,يضم أحاديث القبضة وبقاء الجسد ونفخ الروح والعطاس وطول آدم وتعليم السلام ومواد الميثاق؛ يستبعد احتجاج آدم وموسى وما بعد حد الحلقة. كل حديث ينتقل إلى تحقيق السند والحكم لدى المراجع المعتمد.
842c94a95e3adbcb8b8d7347,SRC-HISTORY-BIDAYAH-ADAM,4445,INCLUDE,MIXED,PRE_CREATION_AND_JINN,EV-ADAM-001 | EV-ADAM-002 | EV-ADAM-003 | EV-ADAM-004 | EV-ADAM-005 | EV-ADAM-006 | EV-ADAM-007 | EV-ADAM-020 | EV-ADAM-021 | EV-ADAM-022 | EV-ADAM-023 | EV-ADAM-024 | EV-ADAM-050 | EV-ADAM-051 | EV-ADAM-052 | EV-ADAM-053 | EV-ADAM-054 | EV-ADAM-055,RQ-ADAM-001 | RQ-ADAM-002 | RQ-ADAM-003 | RQ-ADAM-004 | RQ-ADAM-005 | RQ-ADAM-006 | RQ-ADAM-020 | RQ-ADAM-009 | RQ-ADAM-010 | RQ-ADAM-011 | RQ-ADAM-012 | RQ-ADAM-017 | RQ-ADAM-018 | RQ-ADAM-019,,0.98,JINN_IBLIS_BACKGROUND_AND_PROSTRATION,,EXACT_PASSAGE_BOUNDARY_REQUIRED,مفيد لخلق الجن قبل آدم وحقيقة إبليس ووجوده قبل خلق آدم ثم السجود وامتناعه. الأخبار التفصيلية في اسم إبليس وأسره ومكانته لا يجزم بها حتى تصنف رواية رواية.
6fa62df965d09ddd459dd5b8,SRC-HISTORY-BIDAYAH-ADAM,4445,INCLUDE,MIXED,LIFE_AND_FORM,EV-ADAM-030 | EV-ADAM-031 | EV-ADAM-032 | EV-ADAM-033,RQ-ADAM-013 | RQ-ADAM-014,,0.97,ADAM_FORM_HADITH_AND_AUTHOR_CRITIQUE,KAB_AL_AHBAR,EARLY_REPORT_OR_ISRAILIYYAT_CLASSIFICATION_REQUIRED | EXACT_PASSAGE_BOUNDARY_REQUIRED,الموضع المفيد هو حديث صورة آدم وما يتصل بصفته الأولى، مع نقد المؤلف لبعض الأخبار المتلقاة عن كعب. بقية المادة عن الذرية والوفاة خارج نطاق الحلقة.
f06b5659e8ac8d279bd37a73,SRC-HISTORY-BIDAYAH-ADAM,4445,EXCLUDE,OUT_OF_SCOPE_OR_INCIDENTAL,CREATION_MATERIAL,,,,0.9,INCIDENTAL_OR_DUPLICATE_REFERENCE,KAB_AL_AHBAR | WAHB_IBN_MUNABBIH,HADITH_GRADING_REQUIRED | FULL_ISNAD_PARSE_AND_CHAIN_RESEARCH | ISRAILIYYAT_OR_EARLY_REPORT_CLASSIFICATION_REQUIRED,الذكر عارض أو عام، أو يقع في قصة أخرى/زمن لاحق، أو يكرر معلومة أوضح في نافذة أقرب إلى موضعها الأصلي.
61cb4677de52d9b98deaa4cd,SRC-HISTORY-BIDAYAH-ADAM,4445,EXCLUDE,OUT_OF_SCOPE_OR_INCIDENTAL,CREATION_MATERIAL,,,,0.9,INCIDENTAL_OR_DUPLICATE_REFERENCE,,HADITH_GRADING_REQUIRED | FULL_ISNAD_PARSE_AND_CHAIN_RESEARCH,الذكر عارض أو عام، أو يقع في قصة أخرى/زمن لاحق، أو يكرر معلومة أوضح في نافذة أقرب إلى موضعها الأصلي.
8ba40b8eb91060e67fbd5bf7,SRC-HISTORY-BIDAYAH-ADAM,4445,EXCLUDE,OUT_OF_SCOPE_OR_INCIDENTAL,PRE_CREATION,,,,0.9,INCIDENTAL_OR_DUPLICATE_REFERENCE,,HADITH_GRADING_REQUIRED | FULL_ISNAD_PARSE_AND_CHAIN_RESEARCH,الذكر عارض أو عام، أو يقع في قصة أخرى/زمن لاحق، أو يكرر معلومة أوضح في نافذة أقرب إلى موضعها الأصلي.
13eee9ae6e97958102a8f475,SRC-HISTORY-BIDAYAH-ADAM,4445,EXCLUDE,OUT_OF_SCOPE_OR_INCIDENTAL,CREATION_MATERIAL,,,,0.9,INCIDENTAL_OR_DUPLICATE_REFERENCE,,HADITH_GRADING_REQUIRED | FULL_ISNAD_PARSE_AND_CHAIN_RESEARCH,الذكر عارض أو عام، أو يقع في قصة أخرى/زمن لاحق، أو يكرر معلومة أوضح في نافذة أقرب إلى موضعها الأصلي.
3445b9e9351d3fa5dc589e6a,SRC-HISTORY-BIDAYAH-ADAM,4445,INCLUDE,IN_SCOPE,PRE_CREATION,,,,0.92,DIRECT_EPISODE_RESEARCH_VALUE,,FULL_ISNAD_PARSE_AND_CHAIN_RESEARCH,تتضمن النافذة مادة مباشرة تخدم سؤالًا أو حدثًا داخل نطاق الحلقة. الإدراج هنا للبحث والتحقق فقط، وليس اعتمادًا للمتن أو الحكم على الرواية.
7ba7f824f096eba9496f7a77,SRC-HISTORY-BIDAYAH-ADAM,4445,INCLUDE,IN_SCOPE,FORM_AND_SPIRIT,,,DUP-FORM_AND_SPIRIT-009,0.92,DIRECT_EPISODE_RESEARCH_VALUE,,HADITH_GRADING_REQUIRED | FULL_ISNAD_PARSE_AND_CHAIN_RESEARCH,تتضمن النافذة مادة مباشرة تخدم سؤالًا أو حدثًا داخل نطاق الحلقة. الإدراج هنا للبحث والتحقق فقط، وليس اعتمادًا للمتن أو الحكم على الرواية.
